,BILLED_DATE,ID,SERVICE_type,Unique ID check,NET_AMOUNT,INVOICESTATUS,COLLECTED,APPROVEDDATE,Service Name
484,15-07-2020 19:10,96,Test Service - 31,,800,Settled,15-07-2020 19:10,15-07-2020 19:10,Location 10
485,15-07-2020 19:19,97,Test Service - 31,,720,Settled,15-07-2020 19:19,15-07-2020 19:19,Location 10
486,15-07-2020 19:22,98,Test Service - 31,,800,Settled,15-07-2020 19:22,15-07-2020 19:22,Location 1
487,15-07-2020 19:29,99,Test Service - 31,,0,Settled,15-07-2020 19:29,15-07-2020 19:29,Location 10
488,15-07-2020 19:39,100,Test Service - 31,,0,Settled,15-07-2020 19:39,15-07-2020 19:39,Location 1
489,16-07-2020 10:59,101,Test Service - 38,,1000,Settled,16-07-2020 10:59,16-07-2020 10:59,Location 3
490,16-07-2020 11:04,102,Test Service - 31,,720,Settled,16-07-2020 11:04,16-07-2020 11:04,Location 1
491,16-07-2020 11:59,53,Test Service - 34,,1080,Settled,16-07-2020 11:59,16-07-2020 11:59,Location 6
492,16-07-2020 12:10,54,Test Service - 31,,0,Settled,16-07-2020 12:10,16-07-2020 12:10,Location 1
493,16-07-2020 13:06,55,Test Service - 31,,0,Settled,16-07-2020 13:06,16-07-2020 13:06,Location 1
494,16-07-2020 13:11,56,Test Service - 31,,0,Settled,16-07-2020 13:11,16-07-2020 13:11,Location 1
495,16-07-2020 14:16,57,Test Service - 37,,1350,Settled,16-07-2020 14:16,16-07-2020 14:16,Location 7
496,16-07-2020 14:19,58,Test Service - 37,,1350,Settled,16-07-2020 14:19,16-07-2020 14:19,Location 7
497,16-07-2020 14:27,59,Test Service - 33,,0,Settled,16-07-2020 14:27,16-07-2020 14:27,Location 16
498,16-07-2020 14:37,60,Test Service - 33,,1000,Settled,16-07-2020 14:37,16-07-2020 14:37,Location 15
499,16-07-2020 14:40,61,Test Service - 37,,-1350,Cancelled,16-07-2020 14:40,16-07-2020 14:40,Location 7
500,16-07-2020 15:03,62,Test Service - 38,,1000,Settled,16-07-2020 15:03,16-07-2020 15:03,Location 3
501,16-07-2020 15:17,63,Test Service - 38,,0,Settled,16-07-2020 15:17,16-07-2020 15:17,Location 3
502,16-07-2020 15:28,64,Test Service - 31,,800,Settled,16-07-2020 15:28,16-07-2020 15:28,Location 1
503,16-07-2020 15:34,65,Test Service - 34,,1200,Settled,16-07-2020 15:34,16-07-2020 15:34,Location 6
504,16-07-2020 16:32,66,Test Service - 37,,1350,Settled,16-07-2020 16:32,16-07-2020 16:32,Location 7
505,16-07-2020 16:55,67,Test Service - 31,,720,Settled,16-07-2020 16:55,16-07-2020 16:55,Location 1
506,16-07-2020 17:00,123,Test Service - 31,,0,Settled,16-07-2020 17:00,16-07-2020 17:00,Location 9
507,16-07-2020 17:08,124,Test Service - 31,,720,Settled,16-07-2020 17:08,16-07-2020 17:08,Location 9
508,16-07-2020 17:10,125,Test Service - 31,,0,Settled,16-07-2020 17:10,16-07-2020 17:10,Location 9
509,16-07-2020 17:16,126,Test Service - 31,,720,Settled,16-07-2020 17:16,16-07-2020 17:16,Location 9
510,16-07-2020 17:20,127,Test Service - 31,,720,Settled,16-07-2020 17:20,16-07-2020 17:20,Location 9
511,16-07-2020 18:07,128,Test Service - 37,,1350,Settled,16-07-2020 18:07,16-07-2020 18:07,Location 7
512,16-07-2020 18:18,129,Test Service - 31,,0,Settled,16-07-2020 18:18,16-07-2020 18:18,Location 9
513,16-07-2020 18:19,130,Test Service - 31,,0,Settled,16-07-2020 18:19,16-07-2020 18:19,Location 9
514,16-07-2020 18:57,131,Test Service - 31,,800,Settled,16-07-2020 18:57,16-07-2020 18:57,Location 9
515,16-07-2020 19:22,132,Test Service - 31,,600,Settled,16-07-2020 19:22,16-07-2020 19:22,Location 9
516,16-07-2020 19:26,133,Test Service - 31,,800,Settled,16-07-2020 19:26,16-07-2020 19:26,Location 9
517,16-07-2020 19:49,134,Test Service - 31,,800,Settled,16-07-2020 19:49,16-07-2020 19:49,Location 9
518,16-07-2020 19:51,135,Test Service - 31,,800,Settled,16-07-2020 19:51,16-07-2020 19:51,Location 9
519,17-07-2020 11:30,136,Test Service - 31,,720,Settled,17-07-2020 11:30,17-07-2020 11:30,Location 9
520,17-07-2020 11:49,137,Test Service - 31,,720,Settled,17-07-2020 11:49,17-07-2020 11:49,Location 9
521,17-07-2020 12:33,138,Test Service - 31,,720,Settled,17-07-2020 12:33,17-07-2020 12:33,Location 9
522,17-07-2020 12:34,139,Test Service - 31,,800,Settled,17-07-2020 12:34,17-07-2020 12:34,Location 9
523,17-07-2020 12:55,140,Test Service - 32,,800,Settled,17-07-2020 12:55,17-07-2020 12:55,Location 13
524,17-07-2020 12:59,141,Test Service - 31,,720,Settled,17-07-2020 12:59,17-07-2020 12:59,Location 9
525,17-07-2020 14:56,142,Test Service - 31,,0,Settled,17-07-2020 14:56,17-07-2020 14:56,Location 4
526,17-07-2020 14:57,143,Test Service - 31,,0,Settled,17-07-2020 14:57,17-07-2020 14:57,Location 4
527,17-07-2020 16:14,144,Test Service - 31,,800,Settled,17-07-2020 16:14,17-07-2020 16:14,Location 9
528,17-07-2020 17:30,145,Test Service - 38,,1000,Settled,17-07-2020 17:30,17-07-2020 17:30,Location 3
529,17-07-2020 18:06,146,Test Service - 35,,1000,Settled,17-07-2020 18:06,17-07-2020 18:06,Location 14
530,17-07-2020 19:03,147,Test Service - 32,,720,Settled,17-07-2020 19:03,17-07-2020 19:03,Location 13
531,17-07-2020 19:04,148,Test Service - 38,,1000,Settled,17-07-2020 19:04,17-07-2020 19:04,Location 3
532,17-07-2020 19:28,149,Test Service - 38,,1000,Settled,17-07-2020 19:28,17-07-2020 19:28,Location 3
533,17-07-2020 19:29,150,Test Service - 31,,800,Settled,17-07-2020 19:29,17-07-2020 19:29,Location 4
534,17-07-2020 19:46,151,Test Service - 31,,0,Settled,17-07-2020 19:46,17-07-2020 19:46,Location 4
535,17-07-2020 19:51,152,Test Service - 38,,1000,Settled,17-07-2020 19:51,17-07-2020 19:51,Location 3
536,17-07-2020 19:58,153,Test Service - 33,,1000,Settled,17-07-2020 19:58,17-07-2020 19:58,Location 12
537,18-07-2020 10:30,154,Test Service - 31,,720,Settled,18-07-2020 10:30,18-07-2020 10:30,Location 4
538,18-07-2020 10:48,155,Test Service - 37,,1500,Settled,18-07-2020 10:48,18-07-2020 10:48,Location 7
539,18-07-2020 11:08,156,Test Service - 31,,720,Settled,18-07-2020 11:08,18-07-2020 11:08,Location 4
540,18-07-2020 11:57,157,Test Service - 32,,-720,Cancelled,18-07-2020 11:57,18-07-2020 11:57,Location 13
541,18-07-2020 12:07,158,Test Service - 33,,1000,Settled,18-07-2020 12:07,18-07-2020 12:07,Location 12
542,18-07-2020 12:35,159,Test Service - 31,,720,Settled,18-07-2020 12:35,18-07-2020 12:35,Location 4
543,18-07-2020 12:44,160,Test Service - 33,,1000,Settled,18-07-2020 12:44,18-07-2020 12:44,Location 12
544,18-07-2020 12:45,161,Test Service - 33,,1000,Settled,18-07-2020 12:45,18-07-2020 12:45,Location 12
545,18-07-2020 12:46,162,Test Service - 34,,1080,Settled,18-07-2020 12:46,18-07-2020 12:46,Location 6
546,18-07-2020 12:59,163,Test Service - 34,,1200,Settled,18-07-2020 12:59,18-07-2020 12:59,Location 6
547,18-07-2020 13:41,345,Test Service - 34,,1200,Settled,18-07-2020 13:41,18-07-2020 13:41,Location 6
548,18-07-2020 13:43,346,Test Service - 33,,1000,Settled,18-07-2020 13:43,18-07-2020 13:43,Location 12
549,18-07-2020 13:46,347,Test Service - 31,,0,Settled,18-07-2020 13:46,18-07-2020 13:46,Location 4
550,18-07-2020 13:49,348,Test Service - 31,,0,Settled,18-07-2020 13:49,18-07-2020 13:49,Location 10
551,18-07-2020 13:52,349,Test Service - 31,,0,Settled,18-07-2020 13:52,18-07-2020 13:52,Location 1
552,18-07-2020 14:08,350,Test Service - 31,,0,Settled,18-07-2020 14:08,18-07-2020 14:08,Location 1
553,18-07-2020 14:25,351,Test Service - 31,,0,Settled,18-07-2020 14:25,18-07-2020 14:25,Location 1
554,18-07-2020 14:26,352,Test Service - 31,,0,Settled,18-07-2020 14:26,18-07-2020 14:26,Location 1
555,18-07-2020 14:28,353,Test Service - 31,,0,Settled,18-07-2020 14:28,18-07-2020 14:28,Location 10
556,18-07-2020 14:28,354,Test Service - 31,,800,Settled,18-07-2020 14:28,18-07-2020 14:28,Location 10
557,18-07-2020 14:30,355,Test Service - 31,,800,Settled,18-07-2020 14:30,18-07-2020 14:30,Location 10
558,18-07-2020 14:50,356,Test Service - 31,,800,Settled,18-07-2020 14:50,18-07-2020 14:50,Location 1
559,18-07-2020 15:05,357,Test Service - 31,,800,Settled,18-07-2020 15:05,18-07-2020 15:05,Location 1
560,18-07-2020 15:23,358,Test Service - 31,,0,Settled,18-07-2020 15:23,18-07-2020 15:23,Location 10
561,18-07-2020 16:09,359,Test Service - 31,,0,Cancelled,18-07-2020 16:09,18-07-2020 16:09,Location 10
562,18-07-2020 16:17,360,Test Service - 31,,0,Settled,18-07-2020 16:17,18-07-2020 16:17,Location 1
563,18-07-2020 16:21,361,Test Service - 35,,1000,Settled,18-07-2020 16:21,18-07-2020 16:21,Location 14
564,18-07-2020 16:25,362,Test Service - 31,,800,Settled,18-07-2020 16:25,18-07-2020 16:25,Location 10
565,18-07-2020 16:32,363,Test Service - 37,,1350,Settled,18-07-2020 16:32,18-07-2020 16:32,Location 7
566,18-07-2020 17:11,364,Test Service - 31,,640,Settled,18-07-2020 17:11,18-07-2020 17:11,Location 1
567,18-07-2020 17:23,365,Test Service - 31,,0,Settled,18-07-2020 17:23,18-07-2020 17:23,Location 1
568,18-07-2020 17:25,366,Test Service - 31,,800,Settled,18-07-2020 17:25,18-07-2020 17:25,Location 10
569,18-07-2020 18:08,367,Test Service - 31,,0,Settled,18-07-2020 18:08,18-07-2020 18:08,Location 1
570,18-07-2020 18:13,368,Test Service - 31,,800,Settled,18-07-2020 18:13,18-07-2020 18:13,Location 8
571,18-07-2020 18:16,369,Test Service - 31,,800,Settled,18-07-2020 18:16,18-07-2020 18:16,Location 8
572,18-07-2020 18:18,370,Test Service - 31,,0,Settled,18-07-2020 18:18,18-07-2020 18:18,Location 8
573,18-07-2020 18:29,371,Test Service - 31,,0,Settled,18-07-2020 18:29,18-07-2020 18:29,Location 8
574,18-07-2020 18:36,372,Test Service - 31,,0,Settled,18-07-2020 18:36,18-07-2020 18:36,Location 8
575,18-07-2020 19:40,373,Test Service - 31,,800,Settled,18-07-2020 19:40,18-07-2020 19:40,Location 8
576,19-07-2020 10:11,374,Test Service - 31,,800,Settled,19-07-2020 10:11,19-07-2020 10:11,Location 10
577,19-07-2020 10:28,375,Test Service - 32,,720,Settled,19-07-2020 10:28,19-07-2020 10:28,Location 13
578,19-07-2020 11:32,376,Test Service - 31,,800,Settled,19-07-2020 11:32,19-07-2020 11:32,Location 8
579,19-07-2020 12:01,377,Test Service - 34,,0,Settled,19-07-2020 12:01,19-07-2020 12:01,Location 6
580,19-07-2020 12:14,378,Test Service - 34,,1200,Settled,19-07-2020 12:14,19-07-2020 12:14,Location 6
581,19-07-2020 12:29,379,Test Service - 34,,1200,Settled,19-07-2020 12:29,19-07-2020 12:29,Location 6
582,19-07-2020 12:43,380,Test Service - 38,,1000,Settled,19-07-2020 12:43,19-07-2020 12:43,Location 3
583,19-07-2020 12:49,381,Test Service - 31,,0,Settled,19-07-2020 12:49,19-07-2020 12:49,Location 8
584,19-07-2020 12:50,382,Test Service - 31,,0,Settled,19-07-2020 12:50,19-07-2020 12:50,Location 8
585,19-07-2020 12:54,383,Test Service - 31,,0,Settled,19-07-2020 12:54,19-07-2020 12:54,Location 8
586,19-07-2020 12:55,384,Test Service - 31,,0,Settled,19-07-2020 12:55,19-07-2020 12:55,Location 8
587,19-07-2020 12:56,385,Test Service - 31,,720,Settled,19-07-2020 12:56,19-07-2020 12:56,Location 8
588,19-07-2020 13:49,386,Test Service - 31,,720,Settled,19-07-2020 13:49,19-07-2020 13:49,Location 8
589,19-07-2020 13:51,387,Test Service - 31,,800,Settled,19-07-2020 13:51,19-07-2020 13:51,Location 9
590,19-07-2020 13:53,388,Test Service - 37,,1350,Settled,19-07-2020 13:53,19-07-2020 13:53,Location 7
591,19-07-2020 14:14,389,Test Service - 31,,800,Settled,19-07-2020 14:14,19-07-2020 14:14,Location 9
592,19-07-2020 14:21,390,Test Service - 31,,0,Settled,19-07-2020 14:21,19-07-2020 14:21,Location 9
593,19-07-2020 14:22,391,Test Service - 31,,800,Settled,19-07-2020 14:22,19-07-2020 14:22,Location 9
594,19-07-2020 15:08,392,Test Service - 31,,0,Settled,19-07-2020 15:08,19-07-2020 15:08,Location 4
595,19-07-2020 16:13,393,Test Service - 31,,720,Settled,19-07-2020 16:13,19-07-2020 16:13,Location 4
596,19-07-2020 16:18,394,Test Service - 33,,1200,Settled,19-07-2020 16:18,19-07-2020 16:18,Location 11
597,19-07-2020 16:29,395,Test Service - 31,,800,Settled,19-07-2020 16:29,19-07-2020 16:29,Location 9
598,19-07-2020 16:33,396,Test Service - 31,,600,Settled,19-07-2020 16:33,19-07-2020 16:33,Location 4
599,19-07-2020 16:43,397,Test Service - 31,,800,Settled,19-07-2020 16:43,19-07-2020 16:43,Location 9
600,19-07-2020 17:09,398,Test Service - 31,,720,Settled,19-07-2020 17:09,19-07-2020 17:09,Location 9
601,19-07-2020 17:33,399,Test Service - 31,,720,Settled,19-07-2020 17:33,19-07-2020 17:33,Location 9
602,19-07-2020 18:21,400,Test Service - 34,,1200,Settled,19-07-2020 18:21,19-07-2020 18:21,Location 6
603,19-07-2020 18:26,401,Test Service - 31,,720,Settled,19-07-2020 18:26,19-07-2020 18:26,Location 9
604,19-07-2020 18:46,402,Test Service - 34,,1200,Settled,19-07-2020 18:46,19-07-2020 18:46,Location 6
605,19-07-2020 18:48,654,Test Service - 31,,800,Settled,19-07-2020 18:48,19-07-2020 18:48,Location 1
606,19-07-2020 19:55,655,Test Service - 31,,720,Settled,19-07-2020 19:55,19-07-2020 19:55,Location 1
607,19-07-2020 19:56,656,Test Service - 38,,1000,Settled,19-07-2020 19:56,19-07-2020 19:56,Location 3
608,19-07-2020 19:58,657,Test Service - 31,,-720,Cancelled,19-07-2020 19:58,19-07-2020 19:58,Location 1
609,19-07-2020 19:58,658,Test Service - 31,,720,Settled,19-07-2020 19:58,19-07-2020 19:58,Location 1
610,20-07-2020 11:03,659,Test Service - 33,,1200,Settled,20-07-2020 11:03,20-07-2020 11:03,Location 11
611,20-07-2020 11:09,660,Test Service - 33,,1200,Settled,20-07-2020 11:09,20-07-2020 11:09,Location 11
612,20-07-2020 12:15,661,Test Service - 33,,1200,Settled,20-07-2020 12:15,20-07-2020 12:15,Location 11
613,20-07-2020 12:22,662,Test Service - 33,,1200,Settled,20-07-2020 12:22,20-07-2020 12:22,Location 11
614,20-07-2020 12:28,663,Test Service - 34,,840,Settled,20-07-2020 12:28,20-07-2020 12:28,Location 6
615,20-07-2020 12:39,664,Test Service - 34,,0,Settled,20-07-2020 12:39,20-07-2020 12:39,Location 6
616,20-07-2020 13:11,665,Test Service - 33,,1200,Settled,20-07-2020 13:11,20-07-2020 13:11,Location 11
617,20-07-2020 13:15,666,Test Service - 34,,1080,Settled,20-07-2020 13:15,20-07-2020 13:15,Location 6
618,20-07-2020 13:44,667,Test Service - 33,,1200,Settled,20-07-2020 13:44,20-07-2020 13:44,Location 11
619,20-07-2020 13:45,668,Test Service - 33,,1200,Settled,20-07-2020 13:45,20-07-2020 13:45,Location 11
620,20-07-2020 13:45,669,Test Service - 33,,1200,Settled,20-07-2020 13:45,20-07-2020 13:45,Location 11
621,20-07-2020 13:59,670,Test Service - 34,,1080,Settled,20-07-2020 13:59,20-07-2020 13:59,Location 6
622,20-07-2020 14:12,671,Test Service - 34,,0,Settled,20-07-2020 14:12,20-07-2020 14:12,Location 6
623,20-07-2020 14:16,672,Test Service - 34,,1080,Settled,20-07-2020 14:16,20-07-2020 14:16,Location 6
624,20-07-2020 14:16,673,Test Service - 33,,1200,Settled,20-07-2020 14:16,20-07-2020 14:16,Location 11
625,20-07-2020 14:27,674,Test Service - 33,,0,Settled,20-07-2020 14:27,20-07-2020 14:27,Location 11
626,20-07-2020 14:34,675,Test Service - 33,,1000,Settled,20-07-2020 14:34,20-07-2020 14:34,Location 16
627,20-07-2020 14:42,676,Test Service - 33,,1000,Settled,20-07-2020 14:42,20-07-2020 14:42,Location 15
628,20-07-2020 15:21,677,Test Service - 31,,800,Settled,20-07-2020 15:21,20-07-2020 15:21,Location 1
629,20-07-2020 15:22,678,Test Service - 37,,1350,Settled,20-07-2020 15:22,20-07-2020 15:22,Location 7
630,20-07-2020 15:29,679,Test Service - 37,,1350,Settled,20-07-2020 15:29,20-07-2020 15:29,Location 7
631,20-07-2020 15:37,680,Test Service - 34,,0,Settled,20-07-2020 15:37,20-07-2020 15:37,Location 6
632,20-07-2020 15:40,681,Test Service - 31,,800,Settled,20-07-2020 15:40,20-07-2020 15:40,Location 5
633,20-07-2020 15:41,682,Test Service - 31,,720,Settled,20-07-2020 15:41,20-07-2020 15:41,Location 1
634,20-07-2020 15:44,683,Test Service - 31,,720,Settled,20-07-2020 15:44,20-07-2020 15:44,Location 8
635,20-07-2020 15:44,684,Test Service - 31,,800,Settled,20-07-2020 15:44,20-07-2020 15:44,Location 1
636,20-07-2020 15:48,685,Test Service - 33,,0,Settled,20-07-2020 15:48,20-07-2020 15:48,Location 2
637,20-07-2020 15:59,686,Test Service - 33,,1000,Settled,20-07-2020 15:59,20-07-2020 15:59,Location 16
638,20-07-2020 16:58,687,Test Service - 31,,0,Settled,20-07-2020 16:58,20-07-2020 16:58,Location 9
639,20-07-2020 17:03,688,Test Service - 31,,800,Settled,20-07-2020 17:03,20-07-2020 17:03,Location 1
640,20-07-2020 17:22,689,Test Service - 31,,800,Settled,20-07-2020 17:22,20-07-2020 17:22,Location 8
641,20-07-2020 17:48,23,Test Service - 31,,0,Settled,20-07-2020 17:48,20-07-2020 17:48,Location 1
642,20-07-2020 17:49,24,Test Service - 33,,1000,Settled,20-07-2020 17:49,20-07-2020 17:49,Location 15
643,20-07-2020 17:50,25,Test Service - 31,,720,Settled,20-07-2020 17:50,20-07-2020 17:50,Location 1
644,20-07-2020 18:12,26,Test Service - 31,,800,Settled,20-07-2020 18:12,20-07-2020 18:12,Location 1
645,20-07-2020 18:19,27,Test Service - 33,,1000,Settled,20-07-2020 18:19,20-07-2020 18:19,Location 16
646,20-07-2020 18:34,28,Test Service - 38,,1000,Settled,20-07-2020 18:34,20-07-2020 18:34,Location 3
647,20-07-2020 18:48,29,Test Service - 31,,800,Settled,20-07-2020 18:48,20-07-2020 18:48,Location 1
648,20-07-2020 18:54,30,Test Service - 31,,800,Settled,20-07-2020 18:54,20-07-2020 18:54,Location 8
649,20-07-2020 18:59,453,Test Service - 31,,800,Settled,20-07-2020 18:59,20-07-2020 18:59,Location 8
650,20-07-2020 19:07,454,Test Service - 38,,1000,Settled,20-07-2020 19:07,20-07-2020 19:07,Location 3
651,20-07-2020 19:10,455,Test Service - 31,,720,Settled,20-07-2020 19:10,20-07-2020 19:10,Location 1
652,20-07-2020 19:17,456,Test Service - 31,,800,Settled,20-07-2020 19:17,20-07-2020 19:17,Location 1
653,20-07-2020 19:42,457,Test Service - 31,,800,Settled,20-07-2020 19:42,20-07-2020 19:42,Location 8
654,21-07-2020 11:59,458,Test Service - 31,,720,Settled,21-07-2020 11:59,21-07-2020 11:59,Location 8
655,21-07-2020 12:45,459,Test Service - 33,,1000,Settled,21-07-2020 12:45,21-07-2020 12:45,Location 15
656,21-07-2020 12:46,460,Test Service - 31,,800,Settled,21-07-2020 12:46,21-07-2020 12:46,Location 8
657,21-07-2020 12:53,461,Test Service - 31,,800,Settled,21-07-2020 12:53,21-07-2020 12:53,Location 8
658,21-07-2020 13:14,462,Test Service - 33,,1000,Settled,21-07-2020 13:14,21-07-2020 13:14,Location 16
659,21-07-2020 13:17,34,Test Service - 33,,1000,Settled,21-07-2020 13:17,21-07-2020 13:17,Location 15
660,21-07-2020 13:58,35,Test Service - 38,,1000,Settled,21-07-2020 13:58,21-07-2020 13:58,Location 3
661,21-07-2020 14:19,36,Test Service - 31,,800,Settled,21-07-2020 14:19,21-07-2020 14:19,Location 8
662,21-07-2020 14:26,37,Test Service - 37,,1350,Settled,21-07-2020 14:26,21-07-2020 14:26,Location 7
663,21-07-2020 14:28,38,Test Service - 31,,800,Settled,21-07-2020 14:28,21-07-2020 14:28,Location 8
664,21-07-2020 15:04,39,Test Service - 31,,720,Settled,21-07-2020 15:04,21-07-2020 15:04,Location 8
665,21-07-2020 15:16,40,Test Service - 31,,0,Settled,21-07-2020 15:16,21-07-2020 15:16,Location 4
666,21-07-2020 15:25,41,Test Service - 38,,1000,Settled,21-07-2020 15:25,21-07-2020 15:25,Location 3
667,21-07-2020 15:44,42,Test Service - 31,,800,Settled,21-07-2020 15:44,21-07-2020 15:44,Location 10
668,21-07-2020 16:10,43,Test Service - 37,,1350,Settled,21-07-2020 16:10,21-07-2020 16:10,Location 7
669,21-07-2020 16:17,1,Test Service - 31,,720,Settled,21-07-2020 16:17,21-07-2020 16:17,Location 10
670,21-07-2020 16:19,2,Test Service - 31,,0,Settled,21-07-2020 16:19,21-07-2020 16:19,Location 10
671,21-07-2020 17:16,3,Test Service - 31,,0,Settled,21-07-2020 17:16,21-07-2020 17:16,Location 4
672,21-07-2020 17:28,4,Test Service - 31,,0,Settled,21-07-2020 17:28,21-07-2020 17:28,Location 10
673,21-07-2020 17:35,5,Test Service - 31,,800,Settled,21-07-2020 17:35,21-07-2020 17:35,Location 10
674,21-07-2020 18:07,45,Test Service - 31,,0,Settled,21-07-2020 18:07,21-07-2020 18:07,Location 4
675,21-07-2020 18:11,46,Test Service - 31,,0,Settled,21-07-2020 18:11,21-07-2020 18:11,Location 4
676,21-07-2020 18:18,47,Test Service - 31,,0,Settled,21-07-2020 18:18,21-07-2020 18:18,Location 10
677,21-07-2020 18:20,48,Test Service - 31,,720,Settled,21-07-2020 18:20,21-07-2020 18:20,Location 4
678,21-07-2020 18:31,49,Test Service - 31,,0,Settled,21-07-2020 18:31,21-07-2020 18:31,Location 4
679,21-07-2020 18:46,50,Test Service - 31,,800,Settled,21-07-2020 18:46,21-07-2020 18:46,Location 4
680,21-07-2020 18:57,51,Test Service - 31,,720,Settled,21-07-2020 18:57,21-07-2020 18:57,Location 10
681,21-07-2020 19:33,52,Test Service - 31,,800,Settled,21-07-2020 19:33,21-07-2020 19:33,Location 4
682,21-07-2020 19:44,53,Test Service - 31,,0,Settled,21-07-2020 19:44,21-07-2020 19:44,Location 5
683,21-07-2020 19:45,54,Test Service - 31,,720,Settled,21-07-2020 19:45,21-07-2020 19:45,Location 4
684,22-07-2020 10:16,55,Test Service - 31,,800,Settled,22-07-2020 10:16,22-07-2020 10:16,Location 10
685,22-07-2020 10:23,56,Test Service - 31,,-720,Cancelled,22-07-2020 10:23,22-07-2020 10:23,Location 4
686,22-07-2020 10:37,876,Test Service - 38,,1000,Settled,22-07-2020 10:37,22-07-2020 10:37,Location 3
687,22-07-2020 10:41,877,Test Service - 32,,800,Settled,22-07-2020 10:41,22-07-2020 10:41,Location 13
688,22-07-2020 11:07,878,Test Service - 31,,800,Settled,22-07-2020 11:07,22-07-2020 11:07,Location 4
689,22-07-2020 11:22,879,Test Service - 33,,1000,Settled,22-07-2020 11:22,22-07-2020 11:22,Location 15
690,22-07-2020 11:29,34,Test Service - 31,,720,Settled,22-07-2020 11:29,22-07-2020 11:29,Location 5
691,22-07-2020 12:02,35,Test Service - 31,,0,Settled,22-07-2020 12:02,22-07-2020 12:02,Location 5
692,22-07-2020 12:12,36,Test Service - 33,,1000,Settled,22-07-2020 12:12,22-07-2020 12:12,Location 16
693,22-07-2020 12:14,37,Test Service - 38,,1000,Settled,22-07-2020 12:14,22-07-2020 12:14,Location 3
694,22-07-2020 12:23,38,Test Service - 33,,1000,Settled,22-07-2020 12:23,22-07-2020 12:23,Location 15
695,22-07-2020 12:25,39,Test Service - 33,,1200,Settled,22-07-2020 12:25,22-07-2020 12:25,Location 11
696,22-07-2020 12:32,40,Test Service - 31,,800,Settled,22-07-2020 12:32,22-07-2020 12:32,Location 10
697,22-07-2020 12:36,41,Test Service - 31,,720,Settled,22-07-2020 12:36,22-07-2020 12:36,Location 1
698,22-07-2020 12:50,42,Test Service - 31,,800,Settled,22-07-2020 12:50,22-07-2020 12:50,Location 1
699,22-07-2020 12:51,43,Test Service - 31,,800,Settled,22-07-2020 12:51,22-07-2020 12:51,Location 10
700,22-07-2020 12:56,44,Test Service - 31,,800,Settled,22-07-2020 12:56,22-07-2020 12:56,Location 1
701,22-07-2020 13:07,45,Test Service - 31,,800,Settled,22-07-2020 13:07,22-07-2020 13:07,Location 1
702,22-07-2020 13:16,46,Test Service - 31,,600,Settled,22-07-2020 13:16,22-07-2020 13:16,Location 10
703,22-07-2020 14:02,47,Test Service - 33,,1000,Settled,22-07-2020 14:02,22-07-2020 14:02,Location 2
704,22-07-2020 14:22,48,Test Service - 31,,0,Settled,22-07-2020 14:22,22-07-2020 14:22,Location 10
705,22-07-2020 15:02,567,Test Service - 31,,0,Settled,22-07-2020 15:02,22-07-2020 15:02,Location 10
706,22-07-2020 15:14,568,Test Service - 31,,800,Settled,22-07-2020 15:14,22-07-2020 15:14,Location 10
707,22-07-2020 15:46,569,Test Service - 33,,1000,Settled,22-07-2020 15:46,22-07-2020 15:46,Location 2
708,22-07-2020 15:59,570,Test Service - 31,,800,Settled,22-07-2020 15:59,22-07-2020 15:59,Location 10
709,22-07-2020 16:17,571,Test Service - 31,,0,Settled,22-07-2020 16:17,22-07-2020 16:17,Location 1
710,22-07-2020 16:20,572,Test Service - 31,,800,Settled,22-07-2020 16:20,22-07-2020 16:20,Location 1
711,22-07-2020 16:31,573,Test Service - 31,,680,Settled,22-07-2020 16:31,22-07-2020 16:31,Location 1
712,22-07-2020 16:36,574,Test Service - 33,,1000,Settled,22-07-2020 16:36,22-07-2020 16:36,Location 12
713,22-07-2020 16:39,575,Test Service - 33,,1000,Settled,22-07-2020 16:39,22-07-2020 16:39,Location 15
714,22-07-2020 16:40,576,Test Service - 38,,1000,Settled,22-07-2020 16:40,22-07-2020 16:40,Location 3
715,22-07-2020 16:42,577,Test Service - 38,,1000,Settled,22-07-2020 16:42,22-07-2020 16:42,Location 3
716,22-07-2020 16:51,578,Test Service - 33,,1000,Settled,22-07-2020 16:51,22-07-2020 16:51,Location 12
717,22-07-2020 17:01,579,Test Service - 31,,0,Settled,22-07-2020 17:01,22-07-2020 17:01,Location 1
718,22-07-2020 17:58,580,Test Service - 31,,720,Settled,22-07-2020 17:58,22-07-2020 17:58,Location 1
719,22-07-2020 18:25,581,Test Service - 33,,1000,Settled,22-07-2020 18:25,22-07-2020 18:25,Location 12
720,22-07-2020 18:49,582,Test Service - 33,,1000,Settled,22-07-2020 18:49,22-07-2020 18:49,Location 15
721,22-07-2020 18:55,583,Test Service - 33,,1000,Settled,22-07-2020 18:55,22-07-2020 18:55,Location 16
722,22-07-2020 19:30,584,Test Service - 31,,800,Settled,22-07-2020 19:30,22-07-2020 19:30,Location 1
723,23-07-2020 09:55,585,Test Service - 31,,0,Settled,23-07-2020 09:55,23-07-2020 09:55,Location 1
724,23-07-2020 09:59,586,Test Service - 31,,800,Settled,23-07-2020 09:59,23-07-2020 09:59,Location 1
725,23-07-2020 10:11,587,Test Service - 31,,0,Settled,23-07-2020 10:11,23-07-2020 10:11,Location 9
